user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
1474,34.0,Female,Tablet,14.13,10,3,3,0,0,1,8.78,30.31,1
1475,37.0,Male,Desktop,10.71,7,4,1,0,1,1,9.93,34.31,1
1476,31.0,Male,Tablet,25.0,17,11,5,1,0,1,33.61,35.21,1
1477,44.0,Female,Desktop,20.15,12,10,6,0,0,1,31.52,17.32,1
1478,47.0,Female,Mobile,16.67,19,6,7,1,0,1,34.94,10.62,1
1479,37.0,Female,Mobile,27.23,12,6,4,1,0,1,31.02,35.17,1
1480,40.0,Female,Tablet,9.41,11,2,1,1,1,0,14.7,67.96,1
1481,18.0,Male,Mobile,20.57,11,7,8,0,1,1,22.55,5.29,1
1482,33.0,Male,Mobile,2.94,2,1,0,0,0,0,3.85,93.09,1
1483,48.0,Male,Mobile,13.6,5,2,1,1,1,0,15.88,36.45,1
1484,33.0,Male,Mobile,6.87,3,0,0,0,0,0,4.02,79.77,0
1485,30.0,Male,Mobile,13.98,10,4,1,1,0,1,15.96,45.08,1
1486,60.0,Female,Mobile,10.68,6,3,2,0,1,1,18.26,53.12,1
1487,56.0,Female,Mobile,9.54,9,2,1,1,0,0,9.89,38.8,0
1488,42.0,Male,Mobile,28.16,13,5,5,1,0,1,23.77,29.46,1
1489,49.0,Female,Mobile,14.66,6,5,2,0,1,1,9.95,35.07,1
1490,18.0,Female,Mobile,16.22,8,5,3,0,0,1,13.0,38.15,1
1491,30.0,Female,Mobile,4.79,4,0,0,1,0,0,6.55,70.67,0
1492,33.0,Female,Mobile,16.62,10,5,2,0,1,1,14.51,64.04,1
1493,35.0,Female,Tablet,3.65,2,1,0,0,1,0,5.04,84.67,0
1494,33.0,Male,Mobile,5.91,2,0,0,1,1,0,6.78,98.03,0
1495,18.0,Female,Mobile,28.64,12,5,8,1,1,1,16.74,34.75,1
1496,41.0,Male,Mobile,25.37,11,7,5,0,0,1,36.26,10.82,1
1497,43.0,Male,Mobile,29.77,15,10,7,1,0,1,23.44,22.48,1
1498,54.0,Male,Mobile,15.82,5,4,2,0,0,1,12.04,51.8,1
1499,30.0,Male,Desktop,17.65,8,4,1,1,1,1,19.83,46.5,1
1500,29.0,Male,Mobile,4.06,4,2,5,1,0,0,21.05,32.04,0
1501,18.0,Female,Desktop,10.42,9,3,3,1,1,1,10.36,58.43,1
1502,35.0,Male,Tablet,8.7,7,2,2,0,1,0,16.44,37.37,1
1503,47.0,Male,Mobile,5.67,1,1,0,0,0,0,3.29,79.7,1
1504,31.0,Male,Mobile,14.56,6,5,3,1,0,1,9.22,50.94,1
1505,59.0,Female,Mobile,16.7,9,5,2,0,0,1,11.28,67.98,1
1506,35.0,Female,Mobile,16.98,9,4,1,1,0,1,9.43,43.3,1
1507,39.0,Female,Desktop,10.45,9,4,1,1,0,1,19.69,53.72,1
1508,24.0,Female,Desktop,14.46,5,3,3,1,1,1,8.95,48.55,1
1509,40.0,Male,Mobile,28.97,16,11,4,1,0,1,15.28,11.43,1
1510,18.0,Male,Mobile,17.94,13,8,4,1,0,1,31.72,27.38,1
1511,44.0,Male,Mobile,25.32,16,7,7,0,1,1,19.94,27.62,1
1512,45.0,Male,Mobile,22.55,10,7,6,1,0,1,35.36,20.85,1
1513,51.0,Male,Mobile,14.02,6,3,6,0,0,1,9.59,50.15,1
1514,27.0,Female,Desktop,5.59,1,0,0,1,0,0,7.52,71.67,0
1515,39.0,Male,Mobile,4.91,4,0,0,0,0,0,4.71,88.28,1
1516,43.0,Female,Desktop,4.67,1,1,0,1,1,0,3.28,94.5,0
1517,42.0,Male,Mobile,19.38,12,10,6,0,0,1,32.71,30.47,1
1518,29.0,Female,Desktop,13.56,4,4,6,0,1,1,20.33,64.43,1
1519,18.0,Female,Desktop,3.46,4,1,0,1,0,0,5.99,97.69,0
1520,41.0,Female,Desktop,11.9,6,1,4,0,1,0,14.79,59.47,1
1521,36.0,Male,Mobile,4.71,4,0,0,1,0,0,7.79,92.2,0
1522,32.0,Female,Mobile,3.56,9,5,5,0,1,1,20.74,21.59,1
1523,45.0,Male,Mobile,9.54,8,5,3,0,0,1,11.87,55.51,1
1524,37.0,Male,Mobile,2.86,1,0,0,1,1,0,4.64,83.31,0
1525,24.0,Female,Tablet,15.38,6,5,3,1,0,1,17.34,42.0,1
1526,18.0,Female,Mobile,15.52,11,2,3,1,0,0,8.62,69.83,0
1527,26.0,Female,Mobile,11.58,8,4,1,0,1,1,13.99,63.58,1
1528,60.0,Female,Desktop,8.24,8,2,2,1,1,0,19.61,43.94,1
1529,45.0,Male,Mobile,17.89,18,10,3,0,1,1,29.71,37.18,1
1530,39.0,Male,Mobile,13.97,5,3,1,0,0,1,19.31,54.94,1
1531,36.0,Male,Mobile,17.53,6,4,2,1,0,1,8.13,43.82,1
1532,35.0,Female,Mobile,20.1,15,7,7,0,1,1,20.56,16.14,1
1533,49.0,Female,Desktop,27.15,13,11,8,1,1,1,20.48,19.6,1
1534,33.0,Female,Desktop,13.31,5,4,3,1,1,1,19.62,45.81,1
1535,43.0,Female,Mobile,15.78,8,2,3,1,0,0,12.48,42.04,1
1536,34.0,Male,Mobile,4.09,3,1,0,1,1,0,2.13,82.93,0
1537,57.0,Male,Mobile,7.08,4,1,0,1,1,0,6.66,71.19,0
1538,45.0,Male,Mobile,16.08,15,12,7,0,1,1,30.95,16.02,1
1539,50.0,Female,Mobile,6.16,2,1,0,1,0,0,7.99,74.54,0
1540,32.0,Female,Desktop,15.21,10,4,2,1,1,1,15.06,52.37,1
1541,48.0,Female,Mobile,17.54,16,13,8,1,0,1,23.63,32.1,1
1542,34.0,Female,Mobile,3.3,2,1,0,0,1,0,2.03,96.64,0
1543,39.0,Female,Mobile,17.74,11,5,1,0,0,1,17.32,45.27,1
1544,54.0,Male,Mobile,9.52,7,4,1,1,0,1,10.73,44.37,1
1545,27.0,Female,Mobile,5.36,4,3,4,1,0,1,5.53,38.76,1
1546,40.0,Male,Mobile,15.07,10,5,2,0,0,1,11.75,30.29,1
1547,42.0,Female,Mobile,24.32,10,5,3,0,0,1,35.33,23.81,1
1548,43.0,Male,Mobile,15.72,9,2,3,1,0,0,13.93,30.79,1
1549,33.0,Female,Mobile,6.51,2,1,0,1,0,0,7.63,98.24,1
1550,58.0,Female,Desktop,18.13,11,8,5,1,0,1,21.58,15.41,1
1551,25.0,Male,Mobile,13.56,9,2,5,0,0,0,8.19,61.7,0
1552,52.0,Female,Mobile,18.82,10,7,3,0,0,1,24.49,16.42,1
1553,50.0,Female,Mobile,29.33,11,11,7,1,0,1,24.06,17.8,1
1554,57.0,Female,Mobile,10.62,5,2,4,0,0,0,20.11,75.52,0
1555,22.0,Male,Mobile,4.3,3,0,0,1,1,0,6.85,89.77,1
1556,29.0,Female,Desktop,7.16,4,1,0,0,0,0,6.32,85.5,0
1557,52.0,Female,Desktop,17.64,12,8,5,1,1,1,29.74,26.11,1
1558,19.0,Female,Mobile,11.11,11,4,2,1,0,1,18.63,69.39,1
1559,21.0,Female,Mobile,25.36,15,9,5,0,1,1,23.22,25.26,1
1560,33.0,Female,Mobile,11.03,7,5,3,1,0,1,17.14,72.24,1
1561,39.0,Male,Mobile,15.58,7,5,2,1,0,1,11.45,42.03,1
1562,53.0,Male,Mobile,7.74,3,1,0,0,0,0,7.39,88.41,1
1563,36.0,Male,Tablet,20.71,18,6,8,0,0,1,38.13,32.4,1
1564,31.0,Male,Mobile,9.86,5,4,1,1,1,1,12.1,54.09,1
1565,41.0,Female,Desktop,26.78,13,6,8,1,0,1,34.33,30.92,1
1566,42.0,Female,Mobile,12.36,10,3,1,0,0,1,12.56,54.81,1
1567,42.0,Male,Mobile,15.18,14,10,5,0,0,1,26.05,33.43,1
1568,36.0,Male,Mobile,5.53,1,0,0,1,0,0,7.17,74.41,1
1569,18.0,Male,Desktop,20.69,16,9,4,1,1,1,22.3,24.2,1
1570,28.0,Male,Mobile,10.13,5,4,2,1,0,1,14.67,55.22,1
1571,52.0,Male,Mobile,17.38,7,5,2,1,0,1,9.03,58.91,1
1572,39.0,Female,Tablet,2.57,1,1,0,0,0,0,3.9,80.8,0
1573,34.0,Male,Desktop,17.76,15,9,8,1,1,1,31.51,23.82,1
1574,49.0,Female,Desktop,10.86,6,1,2,1,1,0,5.0,68.46,1
1575,26.0,Female,Mobile,7.8,1,1,0,1,0,0,5.75,80.02,0
1576,35.0,Male,Tablet,7.27,4,1,0,1,0,0,4.12,72.1,0
1577,39.0,Female,Desktop,2.03,1,0,0,0,0,0,4.33,71.56,0
1578,33.0,Female,Desktop,15.9,12,8,8,0,0,1,21.71,31.24,1
1579,39.0,Female,Tablet,24.1,18,8,6,1,0,1,17.11,28.95,1
1580,36.0,Female,Tablet,8.43,5,3,1,1,0,1,8.2,69.36,1
1581,24.0,Male,Mobile,6.49,2,0,0,0,1,0,4.52,88.33,1
1582,39.0,Female,Mobile,14.33,9,5,1,1,0,1,19.31,50.85,1
1583,24.0,Female,Desktop,10.18,5,2,2,1,0,0,14.92,61.93,1
1584,39.0,Male,Mobile,8.29,10,4,2,1,0,1,17.86,49.01,1
1585,51.0,Male,Mobile,4.18,5,1,6,1,0,0,16.65,52.96,0
1586,35.0,Male,Desktop,5.35,2,1,0,0,0,0,4.03,82.34,0
1587,26.0,Female,Mobile,29.89,13,11,8,1,0,1,20.68,27.31,1
1588,36.0,Male,Mobile,13.42,8,3,1,0,0,1,8.17,61.57,1
1589,29.0,Female,Mobile,14.21,11,5,3,0,0,1,13.18,51.64,1
1590,43.0,Male,Mobile,17.93,12,7,7,1,0,1,28.49,7.58,1
1591,36.0,Female,Desktop,28.01,15,9,7,1,1,1,17.2,23.7,1
1592,55.0,Male,Tablet,3.65,8,2,5,1,0,0,16.9,30.06,1
1593,49.0,Male,Desktop,6.93,4,1,0,0,0,0,2.01,99.5,0
1594,36.0,Female,Desktop,7.31,4,1,0,0,0,0,4.79,70.07,0
1595,45.0,Male,Mobile,26.51,15,8,6,1,0,1,35.09,9.89,1
1596,34.0,Male,Mobile,13.68,8,2,3,1,1,0,11.18,69.6,1
1597,38.0,Female,Desktop,10.18,11,5,2,1,1,1,10.69,38.54,1
1598,34.0,Male,Desktop,6.66,4,1,0,0,0,0,6.33,71.16,0
1599,45.0,Male,Mobile,7.73,4,1,0,0,0,0,4.55,86.46,0
1600,52.0,Female,Desktop,14.1,7,5,3,0,1,1,17.03,72.79,1
1601,45.0,Female,Tablet,7.84,4,0,0,0,1,0,7.54,86.51,1
1602,47.0,Male,Mobile,11.42,7,2,3,1,1,0,15.56,40.81,1
1603,47.0,Male,Mobile,5.29,2,0,0,1,1,0,2.88,94.02,0
1604,43.0,Female,Mobile,9.7,5,2,3,1,0,0,16.29,36.95,1
1605,26.0,Female,Mobile,4.98,3,0,0,0,0,0,6.34,77.93,0
1606,55.0,Male,Desktop,11.27,7,3,3,0,0,1,19.14,42.34,1
1607,56.0,Female,Tablet,7.04,1,1,0,1,0,0,7.46,83.44,0
1608,35.0,Male,Mobile,15.22,18,7,5,0,0,1,27.7,20.71,1
1609,34.0,Male,Desktop,7.16,4,1,0,1,1,0,5.06,85.37,1
1610,44.0,Female,Desktop,15.27,9,5,3,1,0,1,8.02,30.05,1
1611,43.0,Female,Mobile,10.51,4,5,3,1,0,1,21.56,44.47,1
1612,35.0,Female,Mobile,25.49,17,11,3,0,1,1,18.33,35.24,1
1613,25.0,Female,Desktop,14.06,9,5,3,1,0,1,8.86,61.81,1
1614,41.0,Male,Desktop,15.38,8,2,2,0,1,0,18.33,46.34,1
1615,43.0,Female,Mobile,17.51,10,3,3,1,0,1,10.56,61.76,1
1616,45.0,Male,Mobile,24.11,12,9,7,1,0,1,29.66,18.37,1
1617,41.0,Male,Mobile,7.73,3,2,4,1,1,0,24.84,24.78,1
1618,35.0,Male,Desktop,28.36,10,9,7,1,1,1,15.34,17.45,1
1619,47.0,Male,Mobile,13.59,11,5,2,0,1,1,12.22,62.45,1
1620,38.0,Male,Mobile,15.69,13,10,4,0,0,1,34.56,18.84,1
1621,33.0,Female,Desktop,15.74,10,4,1,0,0,1,19.64,43.19,1
1622,36.0,Female,Mobile,2.12,3,0,0,1,1,0,4.62,99.81,1
1623,20.0,Male,Mobile,17.43,10,5,3,1,0,1,14.12,69.77,1
1624,36.0,Female,Desktop,12.82,9,5,2,0,0,1,21.38,76.51,1
1625,44.0,Female,Mobile,2.55,4,1,0,0,0,0,6.23,80.73,0
1626,41.0,Male,Mobile,15.19,17,9,5,0,1,1,16.28,31.73,1
1627,53.0,Male,Mobile,3.59,4,1,0,1,0,0,2.22,72.92,1
1628,35.0,Female,Mobile,12.8,5,3,3,0,1,1,12.9,38.01,1
1629,42.0,Male,Mobile,6.34,1,1,0,1,0,0,4.78,70.92,1
1630,45.0,Female,Mobile,14.77,5,3,3,0,1,1,8.07,35.37,1
1631,60.0,Female,Mobile,15.45,12,5,5,1,0,1,31.13,9.48,1
1632,39.0,Male,Mobile,17.57,9,4,3,1,0,1,11.38,39.92,1
1633,27.0,Female,Mobile,18.37,15,10,8,1,1,1,36.63,34.31,1
1634,46.0,Female,Mobile,15.04,18,12,6,1,0,1,32.7,38.43,1
1635,56.0,Male,Mobile,,5,4,6,0,0,1,13.63,71.08,1
1636,34.0,Male,Mobile,6.44,3,0,0,0,1,0,5.1,89.42,0
1637,46.0,Female,Mobile,12.76,6,4,2,0,0,1,9.38,53.39,1
1638,50.0,Male,Mobile,5.38,3,1,0,1,1,0,4.53,71.71,0
1639,48.0,Female,Mobile,12.62,3,5,6,0,1,1,9.46,26.88,1
1640,39.0,Male,Mobile,11.24,6,3,5,0,1,1,24.19,50.2,1
1641,31.0,Male,Desktop,9.9,5,4,3,0,0,1,15.1,55.53,1
1642,37.0,Female,Mobile,18.63,16,5,6,1,0,1,25.98,26.77,1
1643,42.0,Female,Mobile,11.25,11,2,3,1,1,0,12.31,31.71,1
1644,47.0,Female,Mobile,27.24,17,12,5,0,0,1,39.32,38.91,1
1645,41.0,Male,Mobile,2.94,4,0,0,1,1,0,4.3,96.25,1
1646,34.0,Female,Mobile,20.36,13,11,6,1,1,1,37.73,34.56,1
1647,43.0,Male,Mobile,6.49,3,1,0,0,0,0,4.08,73.54,1
1648,46.0,Male,Desktop,23.35,19,8,3,1,0,1,26.58,15.83,1
1649,41.0,Female,Desktop,15.11,13,10,6,1,1,1,26.38,7.14,1
1650,29.0,Female,Mobile,28.58,10,10,8,1,0,1,37.93,8.76,1
1651,36.0,Male,Mobile,6.91,1,0,0,0,0,0,6.82,97.16,1
1652,47.0,Female,Mobile,9.11,11,2,1,0,0,0,8.7,37.7,1
1653,24.0,Male,Desktop,13.45,6,3,3,1,0,1,17.19,55.45,1
1654,18.0,Male,Mobile,16.31,5,3,3,1,1,1,9.73,35.62,1
1655,53.0,Male,Mobile,7.32,3,1,0,0,1,0,6.23,84.08,1
1656,43.0,Female,Mobile,6.84,3,5,4,0,1,1,8.22,49.91,1
1657,44.0,Male,Tablet,16.11,11,3,3,0,1,1,8.51,39.82,1
1658,27.0,Male,Mobile,13.99,8,5,1,1,0,1,12.74,33.43,1
1659,45.0,Female,Mobile,11.72,9,4,1,1,1,1,11.79,69.39,1
1660,40.0,Female,Mobile,14.96,11,2,1,1,0,0,14.58,51.58,1
1661,22.0,Female,Mobile,29.0,18,10,4,0,1,1,17.3,35.03,1
1662,52.0,Male,Mobile,15.26,5,2,2,0,0,0,9.53,51.7,1
1663,39.0,Female,Desktop,9.89,6,5,6,1,1,1,14.6,39.68,1
1664,34.0,Male,Desktop,12.94,8,2,2,0,1,0,14.56,58.74,1
1665,34.0,Male,Desktop,3.98,9,2,4,0,0,0,18.43,34.24,1
1666,18.0,Male,Mobile,4.34,6,1,2,1,1,0,18.03,42.86,1
1667,43.0,Female,Desktop,6.18,3,0,0,1,1,0,4.63,76.71,0
1668,40.0,Male,Desktop,8.69,4,3,5,1,0,1,7.9,54.6,1
1669,36.0,Male,Mobile,4.31,1,0,0,0,1,0,2.6,82.65,0
1670,50.0,Female,Mobile,16.44,17,11,3,1,1,1,28.84,37.0,1
1671,24.0,Male,Desktop,12.05,9,5,3,0,1,1,18.6,38.59,1
1672,32.0,Female,Mobile,6.31,7,1,2,0,0,0,13.56,48.88,1
1673,29.0,Female,Mobile,3.81,5,5,2,0,0,1,10.95,51.19,0
1674,35.0,Female,Mobile,27.23,12,10,5,0,1,1,33.74,29.64,1
1675,38.0,Female,Mobile,29.28,15,10,3,0,1,1,37.66,6.82,1
1676,42.0,Male,Desktop,13.9,7,2,2,0,0,0,19.67,51.03,1
1677,34.0,Male,Mobile,5.66,3,0,0,1,1,0,6.06,83.75,0
1678,29.0,Male,Mobile,12.45,11,3,1,1,0,1,12.79,36.73,1
1679,54.0,Male,Mobile,4.49,1,1,0,1,1,0,6.63,95.8,0
1680,60.0,Female,Desktop,26.16,11,5,4,1,1,1,21.67,18.56,1
1681,39.0,Male,Desktop,9.64,6,4,1,1,0,1,11.23,37.38,1
1682,30.0,Female,Mobile,6.13,9,1,2,1,0,0,9.6,41.99,1
1683,52.0,Male,Mobile,19.53,15,6,7,0,1,1,34.34,16.84,1
1684,23.0,Male,Mobile,18.42,11,11,7,1,0,1,25.84,29.69,1
1685,34.0,Female,Mobile,2.73,1,0,0,1,1,0,6.78,84.51,1
1686,31.0,Male,Mobile,3.4,4,4,4,0,0,1,17.27,23.53,1
1687,26.0,Male,Desktop,8.77,5,2,3,1,0,0,9.02,67.43,1
1688,35.0,Female,Mobile,13.86,11,4,1,0,1,1,11.35,31.15,1
1689,29.0,Male,Mobile,25.72,12,5,6,1,0,1,29.85,39.65,1
1690,38.0,Male,Desktop,16.04,12,8,7,1,0,1,37.36,38.66,1
1691,38.0,Male,Mobile,3.06,3,0,0,0,0,0,6.21,88.49,0
1692,31.0,Female,Mobile,9.31,8,5,1,0,0,1,8.75,39.12,1
1693,34.0,Female,Mobile,14.27,9,2,1,1,0,0,17.58,47.4,1
1694,35.0,Male,Mobile,4.38,3,0,0,0,0,0,7.4,81.9,1
1695,46.0,Male,Tablet,11.26,10,2,2,0,0,0,10.43,50.23,1
1696,36.0,Male,Desktop,2.95,3,0,0,0,0,0,6.85,77.98,0
1697,46.0,Female,Mobile,7.63,4,0,0,1,0,0,5.41,71.21,1
1698,43.0,Male,Mobile,3.6,1,1,0,1,1,0,7.6,99.53,0
1699,43.0,Female,Mobile,3.17,4,1,6,1,1,0,22.1,31.24,1
1700,51.0,Female,Desktop,15.0,11,4,2,0,1,1,16.52,49.93,1
1701,26.0,Male,Tablet,4.68,7,4,4,1,0,1,10.95,71.92,1
1702,33.0,Female,Mobile,11.83,11,4,1,1,0,1,11.31,36.66,1
1703,55.0,Female,Tablet,8.36,5,3,2,1,0,1,14.48,66.02,1
1704,35.0,Female,Mobile,9.86,11,4,1,0,0,1,14.37,66.74,0
1705,18.0,Female,Mobile,17.36,7,3,2,0,1,1,9.59,43.22,1
1706,35.0,Female,Mobile,4.45,2,0,0,0,1,0,3.82,74.3,0
1707,39.0,Male,Desktop,19.5,15,12,4,1,1,1,19.33,16.0,1
1708,18.0,Female,Mobile,6.91,3,0,0,1,0,0,4.61,83.63,1
1709,51.0,Female,Desktop,25.07,19,13,8,0,1,1,17.64,10.89,1
1710,30.0,Female,Mobile,26.2,10,9,7,1,1,1,24.44,18.45,1
1711,41.0,Female,Desktop,7.43,4,1,0,0,1,0,2.46,81.26,1
1712,35.0,Female,Mobile,5.49,4,1,0,1,0,0,6.84,97.26,0
1713,25.0,Male,Mobile,28.51,11,10,7,0,0,1,28.29,6.19,1
1714,27.0,Male,Mobile,13.85,5,5,2,1,0,1,10.11,54.42,1
1715,28.0,Female,Desktop,6.33,3,1,0,0,0,0,7.01,84.2,0
1716,48.0,Male,Desktop,4.66,9,3,4,1,0,1,22.22,37.82,1
1717,36.0,Female,Mobile,6.82,1,0,0,0,0,0,2.03,73.44,0
1718,32.0,Male,Mobile,16.39,16,10,7,1,0,1,37.14,37.97,1
1719,28.0,Male,Desktop,4.8,3,5,6,1,0,1,18.75,74.75,1
1720,49.0,Female,Mobile,5.85,1,1,0,1,1,0,6.11,99.66,0
1721,52.0,Female,Tablet,6.52,4,0,0,1,0,0,5.58,94.43,0
1722,49.0,Female,Tablet,4.02,3,0,0,0,1,0,3.56,88.77,0
1723,42.0,Female,Mobile,12.37,6,4,1,1,1,1,8.75,37.25,1
1724,40.0,Male,Mobile,5.49,1,1,0,0,0,0,4.81,87.03,1
1725,25.0,Female,Desktop,17.13,10,11,8,0,0,1,28.3,38.01,1
1726,35.0,Male,Mobile,4.4,1,0,0,1,0,0,4.26,89.57,1
1727,31.0,Female,Mobile,15.96,7,4,2,0,0,1,11.47,67.85,1
1728,19.0,Female,Mobile,7.64,7,4,2,0,0,1,5.9,48.27,1
1729,48.0,Male,Tablet,17.51,10,13,8,0,0,1,22.37,30.06,1
1730,31.0,Female,Desktop,25.23,15,11,6,0,1,1,33.42,27.77,1
1731,49.0,Female,Mobile,15.97,11,3,3,0,1,1,16.64,54.62,1
1732,46.0,Male,Mobile,29.36,17,12,6,1,0,1,19.25,26.8,1
1733,43.0,Male,Mobile,10.54,6,5,3,0,1,1,17.11,37.79,1
1734,44.0,Female,Desktop,14.31,6,2,2,0,0,0,12.79,48.27,1
1735,31.0,Male,Mobile,7.19,1,1,0,1,0,0,7.05,97.18,1
1736,56.0,Female,Mobile,12.44,5,1,5,1,1,0,18.34,75.39,1
1737,38.0,Male,Mobile,10.08,8,5,2,1,1,1,19.56,47.09,1
1738,41.0,Female,Mobile,6.56,3,0,0,0,0,0,5.53,92.58,0
1739,31.0,Male,Mobile,8.28,7,4,1,0,0,1,18.89,46.98,1
1740,28.0,Male,Mobile,13.58,6,5,2,1,1,1,19.04,52.15,1
1741,42.0,Male,Mobile,27.23,16,13,6,1,1,1,20.14,33.7,1
1742,40.0,Female,Mobile,23.12,18,5,8,0,0,1,37.99,30.08,0
1743,30.0,Female,Tablet,17.75,18,13,6,0,0,1,21.3,9.83,1
1744,23.0,Female,Desktop,6.35,2,0,0,0,0,0,2.36,71.24,1
1745,25.0,Male,Mobile,17.17,8,3,2,0,1,1,16.88,40.39,1
1746,49.0,Male,Tablet,11.33,10,2,3,1,1,0,9.24,42.34,1
1747,31.0,Male,Desktop,6.92,3,0,0,1,1,0,2.11,79.76,0
1748,34.0,Male,Mobile,15.26,9,5,2,1,0,1,15.57,42.44,1
1749,52.0,Female,Mobile,19.99,16,11,4,1,1,1,28.2,29.49,1
1750,26.0,Male,Tablet,4.04,3,1,0,0,0,0,3.87,74.49,0
1751,30.0,Male,Mobile,15.59,5,5,3,0,1,1,13.31,36.72,1
1752,30.0,Female,Desktop,6.21,3,0,0,0,1,0,2.63,78.01,1
1753,54.0,Female,Mobile,7.36,3,0,0,0,1,0,4.69,99.1,0
1754,57.0,Male,Desktop,7.89,2,0,0,0,1,0,6.15,87.01,0
1755,45.0,Male,Mobile,9.2,7,5,4,1,0,1,16.43,52.7,1
1756,45.0,Male,Mobile,20.04,14,13,3,1,0,1,33.88,19.42,1
1757,32.0,Female,Desktop,3.46,6,2,2,0,1,0,13.91,79.35,1
1758,57.0,Male,Desktop,8.12,7,2,3,1,0,0,9.46,66.05,1
1759,40.0,Male,Mobile,7.55,1,0,0,0,0,0,3.35,89.23,1
1760,46.0,Male,Mobile,13.37,8,3,2,0,1,1,17.91,65.13,1
1761,36.0,Female,Mobile,15.56,7,2,3,0,0,0,15.08,53.35,1
1762,35.0,Male,Mobile,18.6,17,7,8,1,1,1,15.43,13.6,1
1763,54.0,Female,Mobile,3.75,4,0,0,0,1,0,3.94,70.6,1
1764,43.0,Female,Mobile,15.0,6,2,2,1,0,0,14.77,48.86,1
1765,52.0,Female,Mobile,3.57,4,0,0,1,0,0,7.29,87.52,0
1766,40.0,Female,Desktop,15.46,9,3,1,0,1,1,12.12,38.06,1
1767,29.0,Female,Mobile,23.51,10,8,7,0,1,1,22.27,20.81,1
1768,32.0,Male,Mobile,11.02,5,2,3,1,1,0,18.05,57.08,1
1769,39.0,Male,Tablet,17.43,9,3,2,0,1,1,17.76,47.06,1
1770,31.0,Female,Desktop,13.89,11,3,2,0,1,1,10.39,53.82,1
1771,26.0,Female,Mobile,10.77,9,4,3,1,0,1,18.94,37.36,1
1772,50.0,Male,Mobile,29.34,10,5,4,1,0,1,33.94,32.91,1
1773,32.0,Female,Desktop,7.72,3,2,3,0,0,0,12.14,30.91,0
1774,39.0,Male,Mobile,12.16,5,1,2,0,0,0,21.17,51.38,1
1775,40.0,Male,Desktop,17.72,17,5,5,1,0,1,37.35,36.54,1
1776,32.0,Female,Mobile,13.18,5,5,3,1,1,1,12.03,42.5,1
1777,52.0,Male,Tablet,21.29,14,12,7,0,1,1,22.72,23.6,1
1778,26.0,Male,Desktop,9.88,10,2,3,1,1,0,8.97,53.02,1
1779,40.0,Male,Mobile,9.93,6,2,1,1,0,0,16.01,50.79,0
1780,40.0,Female,Mobile,17.26,16,10,7,0,1,1,35.56,17.61,1
1781,37.0,Male,Mobile,3.97,2,0,0,0,0,0,2.93,98.43,1
1782,25.0,Male,Mobile,4.68,3,5,5,0,0,1,22.7,63.73,1
1783,46.0,Male,Mobile,16.92,7,2,3,1,0,0,10.42,67.98,1
1784,45.0,Female,Mobile,21.63,13,10,8,0,0,1,33.37,37.99,1
1785,31.0,Female,Mobile,23.28,15,5,8,1,1,1,23.03,5.31,1
1786,45.0,Female,Mobile,14.35,4,2,5,0,1,0,24.71,41.27,0
1787,41.0,Female,Mobile,22.53,16,11,6,1,0,1,28.69,7.9,1
1788,25.0,Male,Desktop,26.22,13,5,3,0,0,1,23.9,7.37,1
1789,29.0,Male,Mobile,4.6,1,1,0,0,1,0,4.63,83.1,0
1790,49.0,Male,Tablet,17.95,7,4,1,0,0,1,12.81,60.88,1
1791,41.0,Male,Desktop,5.42,2,0,0,0,0,0,6.61,98.82,0
1792,32.0,Female,Tablet,20.25,17,12,5,1,0,1,37.43,6.45,1
1793,29.0,Female,Tablet,16.57,11,2,1,0,0,0,10.16,47.67,1
1794,32.0,Female,Mobile,28.12,13,9,8,0,0,1,25.34,6.36,1
1795,33.0,Male,Mobile,5.14,4,1,0,1,1,0,2.58,72.79,1
1796,29.0,Female,Mobile,6.01,3,0,0,0,1,0,2.44,86.88,0
1797,20.0,Female,Mobile,28.38,15,10,8,0,0,1,39.7,33.93,1
1798,49.0,Male,Mobile,6.45,2,0,0,1,1,0,2.29,74.58,0
1799,47.0,Male,Desktop,7.32,3,1,0,0,0,0,4.98,92.5,0
1800,25.0,Male,Mobile,7.28,2,0,0,1,1,0,6.51,72.56,0
1801,39.0,Female,Mobile,6.2,5,1,3,1,1,0,21.62,46.51,1
1802,28.0,Male,Mobile,18.01,18,9,6,1,1,1,32.11,11.17,1
1803,35.0,Female,Tablet,8.15,10,4,2,1,1,1,8.78,55.67,1
1804,34.0,Female,Mobile,17.91,9,5,3,1,0,1,18.73,51.65,1
1805,33.0,Male,Desktop,10.51,6,2,2,0,0,0,19.97,64.56,1
1806,58.0,Female,Mobile,20.77,11,13,8,0,1,1,15.33,27.55,0
1807,33.0,Female,Desktop,24.83,10,7,4,0,0,1,35.78,16.91,1
1808,29.0,Male,Mobile,5.65,2,0,0,1,1,0,7.52,77.57,0
1809,30.0,Female,Mobile,5.85,3,1,0,1,0,0,7.73,93.6,0
1810,48.0,Female,Tablet,6.68,3,1,0,1,0,0,2.76,70.31,1
1811,21.0,Female,Mobile,27.76,19,5,8,0,0,1,37.76,35.08,1
1812,30.0,Male,Mobile,23.03,10,8,4,0,0,1,39.84,12.51,1
